,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
273682,C560855,23176,ABC TREASURE BOOK BOX ,-1,2011-07-21 13:00:00,2.25,14410.0,United Kingdom
273981,C560874,23176,ABC TREASURE BOOK BOX ,-3,2011-07-21 14:53:00,2.25,17677.0,United Kingdom
282053,C561623,23176,ABC TREASURE BOOK BOX ,-5,2011-07-28 13:43:00,2.25,17677.0,United Kingdom
172487,C551540,22982,PANTRY PASTRY BRUSH,-12,2011-05-03 08:47:00,1.25,14735.0,United Kingdom
188313,C553033,22982,PANTRY PASTRY BRUSH,-12,2011-05-12 19:50:00,1.25,13883.0,United Kingdom
172485,C551540,23126,FELTCRAFT GIRL AMELIE KIT,-8,2011-05-03 08:47:00,4.95,14735.0,United Kingdom
177995,C552212,23126,FELTCRAFT GIRL AMELIE KIT,-1,2011-05-06 15:08:00,4.95,17422.0,United Kingdom
201072,C554266,23126,FELTCRAFT GIRL AMELIE KIT,-1,2011-05-23 12:48:00,4.95,12474.0,Germany
201874,C554336,23126,FELTCRAFT GIRL AMELIE KIT,-1,2011-05-23 17:20:00,4.95,12474.0,Germany
228295,C556920,23126,FELTCRAFT GIRL AMELIE KIT,-2,2011-06-15 13:49:00,4.95,13047.0,United Kingdom
324928,C565425,23126,FELTCRAFT GIRL AMELIE KIT,-3,2011-09-04 12:40:00,4.95,15561.0,United Kingdom
172484,C551540,23127,FELTCRAFT GIRL NICOLE KIT,-8,2011-05-03 08:47:00,4.95,14735.0,United Kingdom
177994,C552212,23127,FELTCRAFT GIRL NICOLE KIT,-3,2011-05-06 15:08:00,4.95,17422.0,United Kingdom
324930,C565425,23127,FELTCRAFT GIRL NICOLE KIT,-2,2011-09-04 12:40:00,4.95,15561.0,United Kingdom
146605,549005,16020C,missing,-5,2011-04-05 14:37:00,0.0,nan,United Kingdom
281450,561524,16020C,missing,-2,2011-07-27 17:39:00,0.0,nan,United Kingdom
172489,C551540,23128,FELTCRAFT BOY JEAN-PAUL KIT,-4,2011-05-03 08:47:00,4.95,14735.0,United Kingdom
324929,C565425,23128,FELTCRAFT BOY JEAN-PAUL KIT,-3,2011-09-04 12:40:00,4.95,15561.0,United Kingdom
150462,C549438,23183,MOTHER'S KITCHEN SPOON REST ,-1,2011-04-08 12:39:00,3.75,12471.0,Germany
176651,C552012,23183,MOTHER'S KITCHEN SPOON REST ,-6,2011-05-05 17:29:00,3.75,13552.0,United Kingdom
235959,C557664,23183,MOTHER'S KITCHEN SPOON REST ,-1,2011-06-21 18:00:00,3.75,nan,EIRE
134568,C547858,23178,JAM CLOCK MAGNET,-1,2011-03-27 12:16:00,2.89,14911.0,EIRE
273695,C560855,23178,JAM CLOCK MAGNET,-1,2011-07-21 13:00:00,2.89,14410.0,United Kingdom
337753,C566466,23178,JAM CLOCK MAGNET,-3,2011-09-12 18:00:00,2.89,13850.0,United Kingdom
267600,C560330,22981,PANTRY APPLE CORER,-1,2011-07-18 11:10:00,1.45,17841.0,United Kingdom
297534,C562952,22981,PANTRY APPLE CORER,-5,2011-08-11 10:10:00,1.45,12749.0,United Kingdom
108684,545562,20689,missing,-5,2011-03-03 16:12:00,0.0,nan,United Kingdom
108687,545565,47563B,missing,-10,2011-03-03 16:14:00,0.0,nan,United Kingdom
108688,545566,37477D,missing,-9,2011-03-03 16:14:00,0.0,nan,United Kingdom
242904,558377,37423,missing,-17,2011-06-28 16:24:00,0.0,nan,United Kingdom
241428,C558202,23180,MUM'S KITCHEN CLOCK,-1,2011-06-27 13:24:00,4.95,17841.0,United Kingdom
159935,C550423,23049,RECYCLED ACAPULCO MAT RED,-1,2011-04-18 12:06:00,8.25,14403.0,United Kingdom
217767,C555935,23049,RECYCLED ACAPULCO MAT RED,-2,2011-06-08 09:14:00,8.25,12567.0,France
159931,C550423,23053,RECYCLED ACAPULCO MAT PINK,-1,2011-04-18 12:06:00,8.25,14403.0,United Kingdom
159930,C550423,23054,RECYCLED ACAPULCO MAT LAVENDER,-1,2011-04-18 12:06:00,8.25,14403.0,United Kingdom
159934,C550423,23050,RECYCLED ACAPULCO MAT GREEN,-1,2011-04-18 12:06:00,8.25,14403.0,United Kingdom
159932,C550423,23052,RECYCLED ACAPULCO MAT TURQUOISE,-1,2011-04-18 12:06:00,8.25,14403.0,United Kingdom
159933,C550423,23051,RECYCLED ACAPULCO MAT BLUE,-1,2011-04-18 12:06:00,8.25,14403.0,United Kingdom
337745,C566462,23051,RECYCLED ACAPULCO MAT BLUE,-1,2011-09-12 17:49:00,8.25,14276.0,United Kingdom
281570,561539,79026B,missing,-1,2011-07-28 10:08:00,0.0,nan,United Kingdom
311404,C564281,23185,FRENCH STYLE STORAGE JAR JAM,-1,2011-08-24 10:54:00,0.29,14796.0,United Kingdom
196915,C553875,23184,BULL DOG BOTTLE OPENER,-8,2011-05-19 14:44:00,4.95,15660.0,United Kingdom
305482,C563693,23184,BULL DOG BOTTLE OPENER,-2,2011-08-18 13:04:00,4.95,17243.0,United Kingdom
323956,C565379,23184,BULL DOG BOTTLE OPENER,-1,2011-09-02 15:17:00,4.95,14415.0,United Kingdom
481949,C577394,23184,BULL DOG BOTTLE OPENER,-2,2011-11-18 17:09:00,4.95,14902.0,United Kingdom
345179,567149,35607B,thrown away,-9,2011-09-16 15:29:00,0.0,nan,United Kingdom
146630,549011,62096B,missing,-8,2011-04-05 14:41:00,0.0,nan,United Kingdom
149051,549271,62096B,missing,-2,2011-04-07 12:48:00,0.0,nan,United Kingdom
149044,549266,84593,missing,-5,2011-04-07 12:45:00,0.0,nan,United Kingdom
221770,C556278,23181,BULL DOG BOTTLE TOP WALL CLOCK,-1,2011-06-09 19:53:00,8.25,13462.0,United Kingdom
231511,C557269,23181,BULL DOG BOTTLE TOP WALL CLOCK,-1,2011-06-19 11:27:00,8.25,13097.0,United Kingdom
236935,C557791,23181,BULL DOG BOTTLE TOP WALL CLOCK,-1,2011-06-22 16:36:00,8.25,14099.0,United Kingdom
356036,C567997,23181,BULL DOG BOTTLE TOP WALL CLOCK,-1,2011-09-23 11:31:00,8.25,13097.0,United Kingdom
114536,C546022,23187,FRENCH STYLE STORAGE JAR BONBONS,-6,2011-03-08 17:28:00,1.25,14507.0,United Kingdom
295584,C562803,23187,FRENCH STYLE STORAGE JAR BONBONS,-10,2011-08-09 14:43:00,0.29,15628.0,United Kingdom
295686,C562808,23187,FRENCH STYLE STORAGE JAR BONBONS,-5,2011-08-09 15:10:00,0.29,18282.0,United Kingdom
296488,C562910,23187,FRENCH STYLE STORAGE JAR BONBONS,-16,2011-08-10 13:03:00,0.29,15671.0,United Kingdom
441509,574581,23187,check,-62,2011-11-04 17:45:00,0.0,nan,United Kingdom
114537,C546022,23186,FRENCH STYLE STORAGE JAR CAFE ,-6,2011-03-08 17:28:00,1.25,14507.0,United Kingdom
516389,C579891,23186,FRENCH STYLE STORAGE JAR CAFE ,-6,2011-12-01 08:18:00,0.29,13644.0,United Kingdom
201754,554318,84535A,missing,-65,2011-05-23 15:30:00,0.0,nan,United Kingdom
483900,C577513,84086B,YELLOW/BLUE RETRO RADIO,-1,2011-11-20 12:59:00,2.95,18110.0,United Kingdom
240677,C558110,23010,CIRCUS PARADE BABY GIFT SET,-2,2011-06-26 15:47:00,16.95,17731.0,United Kingdom
431998,C573779,23010,CIRCUS PARADE BABY GIFT SET,-1,2011-11-01 10:57:00,16.95,16360.0,United Kingdom
352794,C567690,23007, SPACEBOY BABY GIFT SET,-1,2011-09-21 17:01:00,16.95,15810.0,United Kingdom
360537,C568232,23007, SPACEBOY BABY GIFT SET,-3,2011-09-26 11:27:00,16.95,14808.0,United Kingdom
431997,C573779,23007, SPACEBOY BABY GIFT SET,-2,2011-11-01 10:57:00,16.95,16360.0,United Kingdom
115489,546126,35611B,thrown away,-27,2011-03-09 14:52:00,0.0,nan,United Kingdom
240678,C558110,23008,DOLLY GIRL BABY GIFT SET,-2,2011-06-26 15:47:00,16.95,17731.0,United Kingdom
293155,C562582,23008,DOLLY GIRL BABY GIFT SET,-1,2011-08-07 13:53:00,16.95,15640.0,United Kingdom
360538,C568232,23008,DOLLY GIRL BABY GIFT SET,-2,2011-09-26 11:27:00,16.95,14808.0,United Kingdom
431999,C573779,23008,DOLLY GIRL BABY GIFT SET,-2,2011-11-01 10:57:00,16.95,16360.0,United Kingdom
115818,546152,72140F,throw away,-5368,2011-03-09 17:25:00,0.0,nan,United Kingdom
174958,C551863,21395,BLUE POLKADOT BEAKER ,-2,2011-05-04 16:12:00,0.39,16145.0,United Kingdom
313419,C564490,21395,BLUE POLKADOT BEAKER ,-2,2011-08-25 14:14:00,0.39,13266.0,United Kingdom
378628,C569655,21395,BLUE POLKADOT BEAKER ,-6,2011-10-05 12:58:00,0.39,14534.0,United Kingdom
383321,570013,21395,missing,-38,2011-10-07 09:55:00,0.0,nan,United Kingdom
117994,C546416,85098B,BLUE FLYING SINGING CANARY,-1,2011-03-13 10:48:00,3.75,14800.0,United Kingdom
172878,551579,85098B,missing,-5,2011-05-03 11:20:00,0.0,nan,United Kingdom
326962,C565615,23348,CHILDRENS TOY COOKING UTENSIL SET,-6,2011-09-05 15:20:00,2.08,12683.0,France
333134,C566176,23348,CHILDRENS TOY COOKING UTENSIL SET,-2,2011-09-09 12:37:00,1.79,16133.0,United Kingdom
385340,C570194,23348,CHILDRENS TOY COOKING UTENSIL SET,-1,2011-10-07 15:36:00,2.08,16918.0,United Kingdom
403557,C571637,23348,CHILDRENS TOY COOKING UTENSIL SET,-2,2011-10-18 11:55:00,2.08,14688.0,United Kingdom
415311,C572529,23348,CHILDRENS TOY COOKING UTENSIL SET,-6,2011-10-24 15:52:00,2.08,17675.0,United Kingdom
431862,C573764,23348,CHILDRENS TOY COOKING UTENSIL SET,-2,2011-11-01 09:56:00,2.08,13032.0,United Kingdom
455867,C575651,23348,CHILDRENS TOY COOKING UTENSIL SET,-1,2011-11-10 14:26:00,2.08,17653.0,United Kingdom
478966,577122,23348,sold with wrong barcode,-57,2011-11-17 18:33:00,0.0,nan,United Kingdom
519858,C580180,23348,CHILDRENS TOY COOKING UTENSIL SET,-3,2011-12-02 12:00:00,2.08,14688.0,United Kingdom
246755,C558716,16259,PIECE OF CAMO STATIONERY SET,-108,2011-07-01 13:22:00,0.08,17888.0,United Kingdom
323458,565304,16259,missing,-3167,2011-09-02 12:18:00,0.0,nan,United Kingdom
166836,550954,47013A,damaged,-2,2011-04-21 16:18:00,0.0,nan,United Kingdom
361736,568371,22687,missing,-41,2011-09-26 16:48:00,0.0,nan,United Kingdom
127043,C547168,84750A,PINK SMALL GLASS CAKE STAND,-24,2011-03-21 12:10:00,1.95,13593.0,United Kingdom
150369,C549430,84750A,PINK SMALL GLASS CAKE STAND,-3,2011-04-08 12:09:00,1.95,13846.0,United Kingdom
173265,551666,84750A,missing,-10,2011-05-03 12:35:00,0.0,nan,United Kingdom
221766,C556276,78033,FLAG OF ST GEORGE CHAIR,-1,2011-06-09 19:48:00,5.95,14696.0,United Kingdom
380148,C569733,78033,FLAG OF ST GEORGE CHAIR,-2,2011-10-06 09:57:00,5.95,12500.0,Germany
154799,549948,37488A,damaged,-1,2011-04-13 12:55:00,0.0,nan,United Kingdom
165037,550762,85030,missing,-9,2011-04-20 12:10:00,0.0,nan,United Kingdom
148108,549172,21637,missing,-139,2011-04-06 17:27:00,0.0,nan,United Kingdom
150596,549457,47344B,missing,-16,2011-04-08 14:19:00,0.0,nan,United Kingdom
194509,553651,46126A,missing,-23,2011-05-18 11:06:00,0.0,nan,United Kingdom
136884,548000,85224,missing,-7,2011-03-29 10:24:00,0.0,nan,United Kingdom
131398,547559,72759,thrown away-can't sell.,-524,2011-03-23 17:27:00,0.0,nan,United Kingdom
131399,547560,72732,thrown away-can't sell,-2472,2011-03-23 17:28:00,0.0,nan,United Kingdom
296337,C562887,23077,DOUGHNUT LIP GLOSS ,-20,2011-08-10 11:43:00,1.25,17994.0,United Kingdom
385518,C570207,23077,DOUGHNUT LIP GLOSS ,-20,2011-10-09 10:20:00,1.25,16326.0,United Kingdom
394007,C570867,23077,DOUGHNUT LIP GLOSS ,-20,2011-10-12 16:17:00,1.25,12607.0,USA
155865,C550026,23076,ICE CREAM SUNDAE LIP GLOSS,-4,2011-04-14 11:22:00,1.25,14339.0,United Kingdom
217766,C555935,23076,ICE CREAM SUNDAE LIP GLOSS,-24,2011-06-08 09:14:00,1.25,12567.0,France
394006,C570867,23078,ICE CREAM PEN LIP GLOSS ,-24,2011-10-12 16:17:00,1.25,12607.0,USA
404823,C571695,23078,ICE CREAM PEN LIP GLOSS ,-24,2011-10-18 14:46:00,1.25,14776.0,United Kingdom
214909,C555636,21770,OPEN CLOSED METAL SIGN,-6,2011-06-06 12:33:00,4.95,15073.0,United Kingdom
214668,C555595,47013C,WINE BOTTLE DRESSING DARK BLUE,-12,2011-06-06 10:14:00,0.12,17652.0,United Kingdom
173241,551663,84548,missing,-70,2011-05-03 12:34:00,0.0,nan,United Kingdom
171716,551444,35809B,missing,-4,2011-04-28 15:58:00,0.0,nan,United Kingdom
132814,547701,84559D,missing,-7,2011-03-24 16:42:00,0.0,nan,United Kingdom
270086,C560540,23159,SET OF 5 PANCAKE DAY MAGNETS,-1,2011-07-19 12:26:00,2.08,12415.0,Australia
394004,C570867,23159,SET OF 5 PANCAKE DAY MAGNETS,-12,2011-10-12 16:17:00,2.08,12607.0,USA
397024,571114,23159,missing,-99,2011-10-13 17:40:00,0.0,nan,United Kingdom
446823,C574922,23159,SET OF 5 PANCAKE DAY MAGNETS,-12,2011-11-07 16:39:00,2.08,15502.0,United Kingdom
270087,C560540,23154,SET OF 4 JAM JAR MAGNETS,-1,2011-07-19 12:26:00,2.08,12415.0,Australia
383070,C569995,23154,SET OF 4 JAM JAR MAGNETS,-48,2011-10-06 20:36:00,2.08,14557.0,United Kingdom
446825,C574922,23154,SET OF 4 JAM JAR MAGNETS,-12,2011-11-07 16:39:00,2.08,15502.0,United Kingdom
171992,C551512,23156,SET OF 5 MINI GROCERY MAGNETS,-12,2011-04-28 19:51:00,2.08,14032.0,United Kingdom
394005,C570867,23156,SET OF 5 MINI GROCERY MAGNETS,-12,2011-10-12 16:17:00,2.08,12607.0,USA
150463,C549438,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-2,2011-04-08 12:39:00,0.83,12471.0,Germany
156805,C550168,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-1,2011-04-14 16:41:00,0.83,14339.0,United Kingdom
156825,C550176,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,2011-04-14 17:13:00,0.83,14619.0,United Kingdom
163105,C550540,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-12,2011-04-19 11:31:00,0.83,14339.0,United Kingdom
196999,C553880,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-96,2011-05-19 15:23:00,0.72,13762.0,United Kingdom
206132,C554872,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-2,2011-05-27 10:59:00,0.83,16341.0,United Kingdom
211332,C555362,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-1,2011-06-02 14:15:00,0.83,15785.0,United Kingdom
218101,C556011,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,2011-06-08 11:45:00,0.83,14475.0,United Kingdom
222014,556314,23155,sold as set on dotcom,-84,2011-06-10 10:47:00,0.0,nan,United Kingdom
242478,C558354,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-5,2011-06-28 14:57:00,0.83,14854.0,United Kingdom
301958,C563363,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-1,2011-08-15 16:20:00,0.83,15342.0,United Kingdom
316165,C564748,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,2011-08-30 08:00:00,0.83,14911.0,EIRE
332691,C566090,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,2011-09-09 10:32:00,0.83,12477.0,Germany
387474,C570290,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-24,2011-10-10 11:54:00,0.83,14665.0,United Kingdom
465695,C576248,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-1,2011-11-14 13:47:00,0.83,16639.0,United Kingdom
146986,549037,84569C,missing,-37,2011-04-05 17:09:00,0.0,nan,United Kingdom
193457,C553532,23158,SET OF 5 LUCKY CAT MAGNETS ,-12,2011-05-17 15:13:00,2.08,14911.0,EIRE
446824,C574922,23158,SET OF 5 LUCKY CAT MAGNETS ,-12,2011-11-07 16:39:00,2.08,15502.0,United Kingdom
536922,C581229,23158,SET OF 5 LUCKY CAT MAGNETS ,-36,2011-12-08 10:14:00,2.08,12558.0,USA
280653,561476,21839,missing,-36,2011-07-27 13:29:00,0.0,nan,United Kingdom
136879,547995,35823P,missing,-12,2011-03-29 10:20:00,0.0,nan,United Kingdom
137184,548095,20850,missing,-3,2011-03-29 12:17:00,0.0,nan,United Kingdom
137185,548098,21283,missing,-15,2011-03-29 12:17:00,0.0,nan,United Kingdom
139064,548269,22036,missing,-45,2011-03-30 11:35:00,0.0,nan,United Kingdom
149047,549268,84856S,missing,-7,2011-04-07 12:47:00,0.0,nan,United Kingdom
155729,C550010,84856S,SMALL TAHITI BEACH BAG,-1,2011-04-14 10:29:00,3.81,15299.0,United Kingdom
188303,C553029,20821,GOLDIE LOOKING MIRROR,-6,2011-05-12 19:41:00,4.95,14201.0,United Kingdom
191066,C553230,20821,GOLDIE LOOKING MIRROR,-6,2011-05-16 11:09:00,4.95,14201.0,United Kingdom
139907,548365,79172D,missing,-7,2011-03-30 15:49:00,0.0,nan,United Kingdom
146599,548999,84743C,damages,-26,2011-04-05 14:34:00,0.0,nan,United Kingdom
201738,554311,84743C,missing,-16,2011-05-23 15:28:00,0.0,nan,United Kingdom
290359,C562375,23157,SET OF 6 NATIVITY MAGNETS ,-240,2011-08-04 14:46:00,1.85,14911.0,EIRE
381682,569881,90014C,missing,-8,2011-10-06 15:14:00,0.0,nan,United Kingdom
147826,549149,35649,missing,-43,2011-04-06 15:31:00,0.0,nan,United Kingdom
143302,548676,72800F,missing,-5,2011-04-01 16:40:00,0.0,nan,United Kingdom
143303,548677,72781,missing,-30,2011-04-01 16:40:00,0.0,nan,United Kingdom
143304,548678,35015,missing,-9,2011-04-01 16:41:00,0.0,nan,United Kingdom
143305,548679,72793,missing,-3,2011-04-01 16:42:00,0.0,nan,United Kingdom
143308,548682,72789,missing,-2,2011-04-01 16:44:00,0.0,nan,United Kingdom
143311,548685,85018B,missing,-2,2011-04-01 16:47:00,0.0,nan,United Kingdom
145257,548887,35824B,missing,-8,2011-04-04 15:24:00,0.0,nan,United Kingdom
145258,548888,84726,missing,-14,2011-04-04 15:25:00,0.0,nan,United Kingdom
145259,548889,84875A,missing,-17,2011-04-04 15:26:00,0.0,nan,United Kingdom
145260,548890,84876C,missing,-19,2011-04-04 15:26:00,0.0,nan,United Kingdom
242058,558308,84576,missing,-10,2011-06-28 11:02:00,0.0,nan,United Kingdom
271791,560717,84576,damaged,-3,2011-07-20 13:28:00,0.0,nan,United Kingdom
146601,549001,84845D,missing,-5,2011-04-05 14:35:00,0.0,nan,United Kingdom
146604,549004,21274,missing,-3,2011-04-05 14:37:00,0.0,nan,United Kingdom
146628,549009,21474,missing,-8,2011-04-05 14:39:00,0.0,nan,United Kingdom
146980,549031,10134,missing,-19,2011-04-05 17:04:00,0.0,nan,United Kingdom
146982,549033,16254,missing,-5,2011-04-05 17:08:00,0.0,nan,United Kingdom
146994,549043,84990,missing,-24,2011-04-05 17:26:00,0.0,nan,United Kingdom
271818,560719,84877A,missing,-21,2011-07-20 13:30:00,0.0,nan,United Kingdom
147797,549142,35650,missing,-24,2011-04-06 15:26:00,0.0,nan,United Kingdom
147827,549150,79336,missing,-47,2011-04-06 15:32:00,0.0,nan,United Kingdom
148081,549157,21511,missing,-9,2011-04-06 17:13:00,0.0,nan,United Kingdom
148084,549160,81953P,missing,-7,2011-04-06 17:15:00,0.0,nan,United Kingdom
148106,549170,82545A,missing,-4,2011-04-06 17:25:00,0.0,nan,United Kingdom
148107,549171,84251F,missing,-2,2011-04-06 17:26:00,0.0,nan,United Kingdom
148112,549176,35603B,missing,-12,2011-04-06 17:31:00,0.0,nan,United Kingdom
148114,549178,47502,missing,-19,2011-04-06 17:33:00,0.0,nan,United Kingdom
148115,549179,84007,missing,-3,2011-04-06 17:34:00,0.0,nan,United Kingdom
270063,C560540,23254,CHILDRENS CUTLERY DOLLY GIRL ,-1,2011-07-19 12:26:00,4.15,12415.0,Australia
327638,C565681,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,2011-09-06 10:42:00,4.15,15521.0,United Kingdom
352795,C567690,23254,CHILDRENS CUTLERY DOLLY GIRL ,-1,2011-09-21 17:01:00,4.15,15810.0,United Kingdom
382989,C569985,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,2011-10-06 19:51:00,4.15,15365.0,United Kingdom
393999,C570867,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,2011-10-12 16:17:00,4.15,12607.0,USA
411648,C572226,23254,CHILDRENS CUTLERY DOLLY GIRL ,-1,2011-10-21 13:58:00,4.15,15321.0,United Kingdom
436253,C574095,23254,CHILDRENS CUTLERY DOLLY GIRL ,-1,2011-11-03 09:54:00,4.15,12674.0,France
516220,C579883,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,2011-11-30 17:32:00,4.15,14194.0,United Kingdom
270061,C560540,23256,CHILDRENS CUTLERY SPACEBOY ,-1,2011-07-19 12:26:00,4.15,12415.0,Australia
288328,C562154,23256,CHILDRENS CUTLERY SPACEBOY ,-4,2011-08-03 11:23:00,4.15,13520.0,Switzerland
327637,C565681,23256,CHILDRENS CUTLERY SPACEBOY ,-4,2011-09-06 10:42:00,4.15,15521.0,United Kingdom
367308,C568879,23256,CHILDRENS CUTLERY SPACEBOY ,-68,2011-09-29 12:38:00,3.75,14680.0,United Kingdom
382996,C569985,23256,CHILDRENS CUTLERY SPACEBOY ,-4,2011-10-06 19:51:00,4.15,15365.0,United Kingdom
393997,C570867,23256,CHILDRENS CUTLERY SPACEBOY ,-4,2011-10-12 16:17:00,4.15,12607.0,USA
411649,C572226,23256,CHILDRENS CUTLERY SPACEBOY ,-2,2011-10-21 13:58:00,4.15,15321.0,United Kingdom
516398,C579897,23256,CHILDRENS CUTLERY SPACEBOY ,-1,2011-12-01 08:29:00,4.15,17636.0,United Kingdom
149043,549264,21337,missing,-21,2011-04-07 12:45:00,0.0,nan,United Kingdom
149046,549267,46037A,missing,-5,2011-04-07 12:46:00,0.0,nan,United Kingdom
150148,549330,84251J,missing,-28,2011-04-08 10:53:00,0.0,nan,United Kingdom
150149,549331,40018F,missing,-22,2011-04-08 10:54:00,0.0,nan,United Kingdom
150150,549332,84864A,missing,-2,2011-04-08 10:55:00,0.0,nan,United Kingdom
150152,549342,35818B,missing,-53,2011-04-08 11:06:00,0.0,nan,United Kingdom
474060,576839,35818B,adjustment,-22,2011-11-16 15:21:00,0.0,nan,United Kingdom
150154,549344,21825,missing,-14,2011-04-08 11:08:00,0.0,nan,United Kingdom
150159,549349,10123G,missing,-38,2011-04-08 11:13:00,0.0,nan,United Kingdom
150169,549355,84899F,missing,-5,2011-04-08 11:21:00,0.0,nan,United Kingdom
150241,549375,20863,missing,-6,2011-04-08 11:29:00,0.0,nan,United Kingdom
150597,549458,62097B,missing,-6,2011-04-08 14:19:00,0.0,nan,United Kingdom
196833,C553866,62043B,BLUE CHECK BAG W HANDLE 34X20CM,-1,2011-05-19 14:14:00,0.83,14620.0,United Kingdom
246902,558742,62043B,missing,-1,2011-07-01 15:56:00,0.0,nan,United Kingdom
150605,549466,20816,missing,-11,2011-04-08 14:22:00,0.0,nan,United Kingdom
270062,C560540,23255,CHILDRENS CUTLERY CIRCUS PARADE,-1,2011-07-19 12:26:00,4.15,12415.0,Australia
382997,C569985,23255,CHILDRENS CUTLERY CIRCUS PARADE,-4,2011-10-06 19:51:00,4.15,15365.0,United Kingdom
393998,C570867,23255,CHILDRENS CUTLERY CIRCUS PARADE,-4,2011-10-12 16:17:00,4.15,12607.0,USA
369893,C569107,22039,BOTANICAL LILY GIFT WRAP,-25,2011-09-30 12:40:00,0.42,15150.0,United Kingdom
154835,549950,37487B,Damaged,-6,2011-04-13 12:57:00,0.0,nan,United Kingdom
152578,C549666,84839,SWEETHEART KEY CABINET,-1,2011-04-11 12:17:00,5.55,13113.0,United Kingdom
203636,C554532,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2011-05-24 17:32:00,0.85,14194.0,United Kingdom
246353,C558698,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2011-07-01 12:11:00,0.85,16746.0,United Kingdom
288294,C562149,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom
331040,C565962,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2011-09-08 11:25:00,0.85,14410.0,United Kingdom
337759,C566467,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-15,2011-09-12 18:04:00,0.85,14688.0,United Kingdom
352789,C567690,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-2,2011-09-21 17:01:00,0.85,15810.0,United Kingdom
367293,C568879,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-70,2011-09-29 12:38:00,0.72,14680.0,United Kingdom
414036,C572334,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-100,2011-10-24 10:25:00,0.72,14607.0,United Kingdom
182721,C552564,23201,JUMBO BAG ALPHABET,-200,2011-05-10 11:55:00,1.79,13694.0,United Kingdom
190938,C553222,23201,JUMBO BAG ALPHABET,-1,2011-05-16 10:10:00,2.08,13662.0,United Kingdom
203635,C554532,23201,JUMBO BAG ALPHABET,-1,2011-05-24 17:32:00,2.08,14194.0,United Kingdom
256173,C559461,23201,JUMBO BAG ALPHABET,-1,2011-07-08 13:04:00,2.08,14680.0,United Kingdom
270079,C560540,23201,JUMBO BAG ALPHABET,-1,2011-07-19 12:26:00,2.08,12415.0,Australia
319914,C564940,23201,JUMBO BAG ALPHABET,-140,2011-08-31 13:10:00,1.79,12931.0,United Kingdom
319941,C564946,23201,JUMBO BAG ALPHABET,-2,2011-08-31 13:27:00,2.08,13534.0,United Kingdom
327640,C565681,23201,JUMBO BAG ALPHABET,-10,2011-09-06 10:42:00,2.08,15521.0,United Kingdom
329644,C565848,23201,JUMBO BAG ALPHABET,-1,2011-09-07 12:48:00,2.08,14606.0,United Kingdom
337761,C566467,23201,JUMBO BAG ALPHABET,-7,2011-09-12 18:04:00,2.08,14688.0,United Kingdom
380299,C569743,23201,JUMBO BAG ALPHABET,-110,2011-10-06 10:57:00,1.79,15769.0,United Kingdom
387473,C570290,23201,JUMBO BAG ALPHABET,-10,2011-10-10 11:54:00,2.08,14665.0,United Kingdom
414037,C572334,23201,JUMBO BAG ALPHABET,-100,2011-10-24 10:25:00,1.79,14607.0,United Kingdom
529776,C580751,23201,JUMBO BAG ALPHABET,-10,2011-12-06 09:56:00,2.08,12921.0,United Kingdom
217764,C555935,23207,LUNCH BAG ALPHABET DESIGN,-10,2011-06-08 09:14:00,1.65,12567.0,France
258678,C559666,23207,LUNCH BAG ALPHABET DESIGN,-1,2011-07-11 13:37:00,1.65,14389.0,United Kingdom
270076,C560540,23207,LUNCH BAG ALPHABET DESIGN,-1,2011-07-19 12:26:00,1.65,12415.0,Australia
293097,C562577,23207,LUNCH BAG ALPHABET DESIGN,-1,2011-08-07 13:09:00,1.65,15518.0,United Kingdom
319912,C564940,23207,LUNCH BAG ALPHABET DESIGN,-250,2011-08-31 13:10:00,1.45,12931.0,United Kingdom
